Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA09,OUT013,2967.443931855413
FDT04,OUT013,711.4784400832401
FDL58,OUT019,570.8907863949682
FDE52,OUT045,1480.2435207992414
FDW12,OUT035,2473.6083663894965
FDL51,OUT017,3677.76263108088
NCY42,OUT027,3033.3547368263144
FDR07,OUT017,1538.6385004555445
FDN40,OUT045,2492.7850427900867
FDB35,OUT027,2665.0411759452563
FDA22,OUT017,2577.1026184593284
NCL06,OUT046,4058.5497601672187
FDI35,OUT013,3005.6714978282807
NCW42,OUT045,3744.6701025042175
NCX06,OUT049,2967.980128813363
FDC37,OUT027,2898.2170035586487
FDZ14,OUT018,2006.2434337762422
DRG49,OUT049,3906.6002959957264
NCG06,OUT045,4014.5698016195583
DRC36,OUT045,2857.1789248720743
FDV21,OUT019,282.2813316284213
FDB53,OUT046,2476.6937091192
DRP47,OUT019,571.9406231946745
FDA14,OUT013,2476.6937091192
DRC24,OUT035,2492.7850427900867
FDW21,OUT018,1560.5100238185219
NCH29,OUT046,1538.6385004555445
FDU58,OUT013,3054.397991090652
FDY27,OUT017,2883.3487825110005
FDV56,OUT035,1597.1633039891217
FDT59,OUT046,3810.537463794337
FDB23,OUT046,3782.032588376718
FDR49,OUT045,738.8185521846787
FDB03,OUT010,573.8848649681158
FDN39,OUT045,2574.9966188146423
FDX02,OUT027,5857.038953184865
FDQ16,OUT027,2891.6316224055154
FDU35,OUT018,1550.2799988170207
NCT29,OUT013,2006.2434337762422
FDZ27,OUT046,741.7302523126746
FDN57,OUT017,2029.2784586274688
FDA03,OUT018,2476.6937091192
FDZ36,OUT045,3054.397991090652
NCU05,OUT013,1452.606868511739
FDT39,OUT018,2480.968970761488
FDK60,OUT017,1538.6385004555445
FDZ25,OUT017,2737.13624418324
FDG12,OUT046,2006.2434337762422
DRB01,OUT019,498.37310421826106
NCC43,OUT027,5857.038953184865
FDX13,OUT019,570.6877811966647
FDM22,OUT049,863.4879751686586
FDJ03,OUT027,1001.6351429742367
FDU14,OUT018,3810.398447904007
FDB33,OUT010,381.3234836333883
FDP27,OUT046,3052.629762171298
FDO38,OUT010,160.85250370543653
FDE28,OUT027,5857.038953184865
FDO27,OUT035,1536.1306417089404
DRL23,OUT027,2888.3418383755925
FDS28,OUT046,978.9350159570489
FDX24,OUT013,1535.0120494799962
FDZ02,OUT035,1538.6385004555445
FDL46,OUT045,1943.8732915283606
FDS60,OUT027,4677.936985910689
NCO06,OUT017,657.282638735896
FDO16,OUT035,1412.3431366903349
FDC60,OUT049,1446.3193007578964
FDA48,OUT018,3538.273651200802
FDZ36,OUT027,5050.4935770000775
FDK27,OUT045,2006.2434337762422
FDW23,OUT018,658.6262867368042
FDM14,OUT018,1677.0649387094606
FDM14,OUT013,1592.1310865512899
FDW60,OUT018,2886.186733312082
FDE21,OUT013,1941.848383114771
NCM42,OUT035,1597.1633039891217
FDY59,OUT010,226.34971433788422
DRI49,OUT049,1349.6834175657068
FDT28,OUT019,362.2682576782735
FDQ22,OUT018,658.6262867368042
FDR60,OUT049,1286.3117278778707
FDC50,OUT019,233.85287707531378
FDV24,OUT013,2485.0472267754244
DRF48,OUT010,488.5578048031198
FDQ47,OUT046,668.8815911239847
DRN36,OUT049,1538.6385004555445
NCY06,OUT035,2018.1412810432114
FDE52,OUT035,1480.2435207992414
NCB54,OUT045,2015.0808754257566
NCF31,OUT035,2492.7850427900867
FDJ08,OUT027,5076.2240156821945
NCC07,OUT017,1587.5035189673386
NCD19,OUT027,1216.1334424597742
FDL46,OUT049,1985.252027962316
FDM20,OUT045,3941.346245475477
NCI06,OUT010,450.2292821249994
DRM11,OUT035,4060.603551396698
NCH07,OUT018,2551.8083502395284
FDS23,OUT013,2026.184466317036
FDO49,OUT018,732.2427416024829
FDS35,OUT049,1075.5954714707818
DRK39,OUT045,1392.5766088030048
DRI39,OUT049,930.187454532806
FDV04,OUT017,2548.4689546013933
NCN14,OUT035,3049.9746673745453
FDH08,OUT013,3803.368499753559
FDS20,OUT046,3049.9746673745453
FDV40,OUT049,1126.476203661732
FDZ48,OUT010,258.9144788552223
FDS24,OUT027,2549.9703410090574
FDK44,OUT049,2857.1789248720743
FDS48,OUT045,2476.6937091192
FDK26,OUT010,489.51395177699055
FDD23,OUT045,3054.397991090652
NCH54,OUT017,2568.5716134335557
NCP14,OUT010,242.20030076149047
FDM60,OUT010,131.30794878603882
FDV24,OUT017,2483.0956989770634
FDH08,OUT018,3607.9516719927487
FDS12,OUT027,3007.38459266249
FDR39,OUT027,4779.655156116909
FDP12,OUT027,937.2203316582485
DRF60,OUT027,5857.038953184865
FDC09,OUT035,1585.1102688637798
FDF50,OUT018,3058.9023368040694
FDG28,OUT035,3942.067270607816
NCE19,OUT017,927.5820253624998
NCM53,OUT010,251.9253348539367
NCN18,OUT049,1689.7902913113296
FDF32,OUT035,3097.027428704277
FDF11,OUT013,3921.1722687315832
DRI59,OUT049,3787.129620568234
NCG54,OUT035,2737.13624418324
FDM44,OUT046,1567.7318152828304
FDT57,OUT018,3683.9390076670184
FDV24,OUT046,2480.968970761488
FDI50,OUT019,571.1533073880798
FDS09,OUT035,751.4666756768456
NCC31,OUT027,4109.507970348984
FDQ07,OUT019,572.4061493860896
FDC22,OUT017,3054.397991090652
FDZ56,OUT046,2735.368015263886
FDZ40,OUT019,131.30794878603882
FDS46,OUT027,2936.525651363852
DRD24,OUT045,2029.2784586274688
FDV45,OUT017,3054.397991090652
FDL26,OUT045,2497.0431155889846
FDA56,OUT018,2006.2434337762422
FDN27,OUT046,1956.5557905764051
FDM20,OUT049,3932.2084282227797
FDO16,OUT017,1392.5766088030048
FDL03,OUT035,3054.397991090652
FDE58,OUT046,1943.8732915283606
FDI02,OUT027,2923.319638129289
NCC55,OUT019,131.30794878603882
FDR03,OUT018,3325.3356841461837
FDB14,OUT017,1516.5097869398826
FDR45,OUT013,3927.263770655094
NCN07,OUT017,2026.184466317036
FDM51,OUT019,250.6445118326187
FDT52,OUT027,5857.038953184865
FDL26,OUT046,2494.1616789690256
NCZ42,OUT046,3909.3811088694674
DRI47,OUT019,363.9740552135978
FDW40,OUT013,2041.1333719768456
FDN34,OUT046,2737.13624418324
FDS01,OUT035,2896.412009818331
NCG55,OUT045,1941.848383114771
FDC11,OUT035,1443.8482159088248
FDX35,OUT018,3575.8401468582288
NCB06,OUT046,2558.970994351472
FDR09,OUT019,572.6024607028216
FDC53,OUT017,1538.6385004555445
FDY45,OUT013,4008.878853831758
FDA22,OUT010,383.0976681027098
FDE02,OUT035,1536.1306417089404
FDW21,OUT045,1560.5100238185219
FDV34,OUT046,1171.643472609427
FDS59,OUT049,1597.1633039891217
NCW17,OUT017,2018.1412810432114
NCK54,OUT046,1943.8732915283606
FDG17,OUT019,571.1533073880798
FDG35,OUT017,2857.1789248720743
FDD08,OUT010,131.30794878603882
NCO07,OUT017,3671.632123682344
FDJ10,OUT010,280.2295277342109
FDW36,OUT017,1585.1102688637798
FDW21,OUT010,241.61320614137233
FDY19,OUT017,1953.9191063584067
DRE03,OUT013,785.8211016369227
NCC55,OUT049,668.113797446996
FDH52,OUT010,137.99053244007487
FDO09,OUT017,4060.9262590828457
FDU43,OUT045,3916.553709199465
FDX09,OUT010,423.1179929210526
FDH40,OUT019,197.33599468283745
FDW58,OUT017,1585.1102688637798
FDC47,OUT017,3768.507697834964
NCR41,OUT035,1536.1306417089404
DRG49,OUT035,3918.653226718435
FDC52,OUT027,4086.543529367686
FDY13,OUT046,1176.8965671902215
FDY35,OUT013,719.273702359523
FDI35,OUT017,3037.4878945710398
NCU18,OUT049,2041.1333719768456
FDY33,OUT018,2551.8083502395284
FDC15,OUT027,4196.379926382254
FDU01,OUT049,3054.397991090652
NCU42,OUT046,2737.13624418324
NCV29,OUT018,2883.3487825110005
NCY30,OUT017,3049.9746673745453
FDQ46,OUT049,1717.9389651704873
FDG58,OUT027,4104.598730854321
FDK33,OUT017,3673.774680572678
NCD07,OUT045,1939.2032720212208
NCX29,OUT027,4039.9783887917743
NCT42,OUT013,2476.6937091192
DRN59,OUT035,736.1278956235228
FDI44,OUT035,1289.761225302117
FDA45,OUT049,2886.186733312082
FDP31,OUT045,1071.4139216536933
FDY01,OUT046,1939.2032720212208
FDT09,OUT018,2026.184466317036
DRH03,OUT027,2839.039287886326
FDA36,OUT018,3054.397991090652
NCF31,OUT017,2494.1616789690256
FDG14,OUT049,2483.0956989770634
FDG28,OUT027,5857.038953184865
FDU14,OUT049,4012.558580813615
FDY47,OUT019,286.66657215936027
FDI56,OUT049,1483.6083673092996
DRD01,OUT013,1025.0229619446818
FDM22,OUT046,974.3421561507967
FDH33,OUT013,713.2868532740742
DRZ24,OUT013,1964.660947565424
NCQ38,OUT046,1585.1102688637798
FDO16,OUT027,2346.5284914455824
FDU07,OUT027,4052.616106098989
NCB07,OUT013,3054.397991090652
FDU48,OUT045,2026.184466317036
NCM43,OUT045,2573.228389895288
FDR31,OUT010,364.2278709230922
DRK49,OUT018,659.8001313031112
NCI30,OUT010,574.1473859612274
DRD60,OUT017,3005.6714978282807
NCG19,OUT046,3849.130912487434
FDH12,OUT035,1585.1102688637798
FDM32,OUT035,1512.2129929915166
FDM27,OUT035,2501.5532677815577
NCU53,OUT027,4269.654021333133
NCQ18,OUT046,1545.1515850613007
FDS10,OUT013,2944.4157684293955
FDB33,OUT027,4196.379926382254
FDI12,OUT013,1503.3991382298286
NCW42,OUT013,3735.7128102662336
NCC06,OUT018,2018.1412810432114
FDW02,OUT017,2015.0808754257566
NCD43,OUT017,1585.1102688637798
FDM57,OUT018,1416.9012646336682
FDA58,OUT017,3871.3492842291334
FDK56,OUT046,3054.397991090652
FDP52,OUT045,3814.18573886016
FDW20,OUT018,2006.2434337762422
FDS52,OUT049,1555.3407069694833
NCT29,OUT018,2003.7228264517232
NCL54,OUT013,2876.5009465611383
FDC05,OUT045,3058.9023368040694
FDF34,OUT035,3058.42169640393
FDP03,OUT027,3007.38459266249
FDD32,OUT010,191.16915307047603
FDZ10,OUT045,2018.1412810432114
FDZ40,OUT035,922.9891655562476
FDD51,OUT018,660.4346999276385
NCY30,OUT019,426.83381432248336
FDP58,OUT017,3717.2771966320765
FDV49,OUT017,4060.3207056623523
FDY24,OUT019,131.30794878603882
NCO55,OUT017,1589.9337759624511
FDR13,OUT017,1943.8732915283606
FDS51,OUT017,1028.0244102142449
FDP26,OUT045,1585.1102688637798
NCB54,OUT027,3013.1769833730796
FDF32,OUT017,3058.42169640393
FDN31,OUT018,3054.397991090652
DRM48,OUT017,657.282638735896
FDN20,OUT049,2737.13624418324
DRL01,OUT046,3800.702439913289
FDV56,OUT049,1589.9337759624511
DRH13,OUT027,2891.6316224055154
FDA03,OUT017,2476.6937091192
FDF47,OUT027,5857.038953184865
FDX32,OUT046,2476.6937091192
FDX57,OUT049,1538.6385004555445
NCA30,OUT045,3054.397991090652
FDO49,OUT013,787.0752257976347
FDL04,OUT019,250.66843985056687
DRM48,OUT035,663.7975650628564
FDR16,OUT013,3670.6484335327887
NCC19,OUT018,3054.397991090652
NCE42,OUT045,3887.7754418457776
FDY24,OUT017,922.9891655562476
FDH19,OUT049,2857.1789248720743
FDJ46,OUT013,2857.1789248720743
FDN45,OUT010,573.4193387767007
FDY08,OUT035,2029.2784586274688
FDZ37,OUT035,1440.47256967629
NCT30,OUT045,740.1046764896907
DRY23,OUT018,660.4346999276385
NCZ30,OUT018,2006.2434337762422
FDC44,OUT018,1926.530631974727
FDB45,OUT035,1585.1102688637798
FDY04,OUT013,2571.109373499715
FDM27,OUT046,2551.8083502395284
FDZ43,OUT017,3912.8553796127667
FDT39,OUT019,366.41905535296553
NCC06,OUT019,283.3863989761835
FDL15,OUT027,4104.598730854321
FDL57,OUT017,4014.531086420603
FDU08,OUT046,1538.6385004555445
FDK40,OUT017,4079.2515253432666
FDQ12,OUT010,572.1664967786909
FDS48,OUT017,2480.968970761488
FDP09,OUT045,3676.149152874329
FDW21,OUT049,1542.5504992872397
FDY25,OUT035,3005.6714978282807
DRE13,OUT017,1422.864829303171
FDV43,OUT019,131.30794878603882
FDD22,OUT045,1715.7928811425354
FDM46,OUT019,229.47920476271426
NCO30,OUT010,476.9789342270676
FDM25,OUT046,2857.1789248720743
NCN41,OUT049,2006.2434337762422
FDU24,OUT045,1518.494070759221
FDZ50,OUT046,3049.9746673745453
FDP45,OUT013,3992.0878435146155
NCM54,OUT045,2015.0808754257566
FDW10,OUT019,419.15286078010644
FDP20,OUT017,2018.1412810432114
FDK32,OUT046,2480.968970761488
FDN52,OUT049,1453.8020937085366
FDM58,OUT045,1689.7902913113296
FDZ46,OUT027,2917.270413518627
NCA18,OUT018,1943.8732915283606
FDD35,OUT046,2006.2434337762422
NCK31,OUT035,738.6681440892469
FDI40,OUT027,2853.7992438198853
FDT50,OUT019,236.3598650542126
NCT06,OUT046,2574.9966188146423
FDT31,OUT035,3052.629762171298
FDT45,OUT049,863.4879751686586
FDT13,OUT045,3054.397991090652
FDO50,OUT045,1482.9489566210575
NCU18,OUT010,279.8390079863727
NCR54,OUT049,3054.397991090652
NCO18,OUT018,2884.418504392728
FDU09,OUT045,927.5820253624998
FDT13,OUT018,3054.397991090652
FDE09,OUT046,1717.9389651704873
NCK53,OUT019,250.6445118326187
FDG45,OUT049,3663.251478308171
DRH15,OUT035,679.4694539176235
FDO21,OUT019,571.1533073880798
FDD14,OUT027,5050.4935770000775
FDC09,OUT046,1585.1102688637798
FDH45,OUT027,939.0287448490826
FDV32,OUT046,1147.5062282836043
FDG12,OUT035,1987.849459265006
FDS32,OUT013,2029.2784586274688
NCL55,OUT018,3818.7171730200475
DRE01,OUT035,3905.7605730021714
DRE15,OUT049,1293.4874787115584
NCL42,OUT045,3925.3078688704277
FDP31,OUT013,1226.5760790755382
FDN33,OUT018,1522.908997742864
FDZ59,OUT046,2573.228389895288
FDE45,OUT010,428.0484592328027
FDJ07,OUT013,1964.660947565424
FDQ45,OUT018,3054.397991090652
FDM33,OUT027,5857.038953184865
FDO15,OUT010,152.43158285593077
FDM46,OUT013,1532.7874587017604
FDR03,OUT045,3436.8164586772896
FDY49,OUT018,2659.434453301722
FDQ60,OUT045,1985.252027962316
FDW10,OUT049,2857.1789248720743
FDO51,OUT049,677.7714643079223
FDJ40,OUT018,1597.1633039891217
FDS20,OUT018,3044.94424376415
FDU45,OUT013,1794.621817412402
FDV02,OUT035,2737.13624418324
FDN09,OUT046,3931.5109873980277
NCM55,OUT027,5069.943218536245
FDN23,OUT018,2473.6083663894965
FDY31,OUT010,364.5723603191453
FDW03,OUT010,242.61880246371237
FDD14,OUT046,3048.206438455191
FDV23,OUT017,2015.0808754257566
DRI03,OUT045,2857.1789248720743
FDN13,OUT035,1547.7184926780394
FDF45,OUT027,1282.534222794661
FDU46,OUT035,1443.8482159088248
FDB57,OUT049,3754.5022038670395
FDV12,OUT049,1550.2799988170207
FDQ58,OUT013,2480.968970761488
NCA18,OUT017,1939.2032720212208
FDH52,OUT049,1018.1607315786766
FDM24,OUT018,2476.6937091192
NCP43,OUT027,4779.655156116909
NCO18,OUT019,424.9860521594806
FDM32,OUT017,1496.2561826653193
NCL07,OUT017,657.282638735896
FDK03,OUT013,3998.0875821350164
FDP59,OUT017,1580.1430924853328
FDQ24,OUT049,3997.0888974465615
FDQ16,OUT018,1597.1633039891217
FDU44,OUT013,2558.970994351472
FDH28,OUT010,131.30794878603882
FDV28,OUT019,131.30794878603882
FDM22,OUT045,921.4766270410946
FDR56,OUT046,3054.397991090652
FDV39,OUT049,3058.42169640393
FDU37,OUT019,170.26104084055936
FDQ11,OUT010,572.632022970106
FDX02,OUT045,3763.1685359258972
NCS42,OUT018,1522.4343461649232
FDY57,OUT027,2839.039287886326
FDB21,OUT049,3904.0194801036146
FDE28,OUT017,3804.635460718579
FDQ55,OUT017,1926.530631974727
FDA48,OUT049,3738.5105301801104
FDZ19,OUT045,2857.1789248720743
NCC43,OUT045,3995.869850953878
NCV18,OUT046,1416.7384417287647
NCA42,OUT018,2551.8083502395284
FDY45,OUT046,4025.8981027295567
NCC30,OUT045,2944.4157684293955
FDM57,OUT013,1502.6643734944032
FDL09,OUT010,385.06749017036634
FDB09,OUT027,3007.38459266249
FDT44,OUT035,1985.252027962316
NCT06,OUT027,4269.654021333133
FDX26,OUT049,3049.9746673745453
FDK32,OUT013,2494.1616789690256
DRA12,OUT046,2052.018886951291
FDO46,OUT010,485.9370003174182
FDE52,OUT013,1508.1827875142567
NCH42,OUT045,3804.1210509248344
FDV08,OUT035,665.6059782536904
FDB47,OUT018,3483.5834853646456
FDC28,OUT010,258.9144788552223
FDD22,OUT046,1926.530631974727
FDS07,OUT027,2923.319638129289
DRI13,OUT045,3716.3310404822246
FDG32,OUT018,3550.003042374777
FDU14,OUT017,4013.8003981530537
FDD28,OUT019,132.18415094960935
NCP41,OUT017,1597.1633039891217
FDS08,OUT049,2855.4106959527203
FDX47,OUT045,2532.5376679603455
FDC53,OUT019,248.62234632809066
FDQ19,OUT035,3940.208936875299
FDL14,OUT045,2497.0431155889846
FDM33,OUT019,571.9406231946745
FDA51,OUT045,1926.530631974727
FDZ27,OUT018,732.2427416024829
FDT04,OUT046,670.0554356902917
DRC13,OUT049,2012.1424096761841
FDR16,OUT027,5857.038953184865
FDQ03,OUT027,5857.038953184865
FDE38,OUT035,2687.0786994127343
DRH23,OUT027,1224.8277290701453
FDT11,OUT019,488.6970737031116
FDD09,OUT035,2967.443931855413
FDR40,OUT045,1392.5766088030048
FDX07,OUT017,3049.9746673745453
FDR07,OUT035,1538.6385004555445
FDA51,OUT017,1931.7430215783288
FDT59,OUT019,571.9943518412356
FDF20,OUT017,3052.629762171298
FDR13,OUT045,1939.2032720212208
FDY26,OUT049,3667.1396174360257
FDW04,OUT017,2026.184466317036
FDK52,OUT017,3789.158960148677
FDN60,OUT049,2530.9655652352412
FDM09,OUT019,408.97811966341214
FDP46,OUT049,1453.8020937085366
FDB50,OUT019,170.26104084055936
NCQ29,OUT049,4035.7410748292828
FDP16,OUT027,5857.038953184865
FDX33,OUT018,2568.5716134335557
FDP07,OUT010,509.8203844795586
FDN22,OUT046,4001.9826883888827
FDF39,OUT049,4064.734112974446
FDS21,OUT017,1011.0238902929168
NCM42,OUT013,1589.9337759624511
FDK50,OUT019,380.3699662346712
DRF13,OUT027,4052.616106098989
FDH35,OUT018,2571.109373499715
FDP60,OUT018,1550.2799988170207
DRJ49,OUT027,3013.1769833730796
NCT42,OUT019,363.15548086881495
FDE38,OUT049,2675.413803281465
FDI04,OUT049,3059.2380380115997
NCH54,OUT045,2542.4826575827105
FDT56,OUT049,955.822941112084
DRD15,OUT018,3606.0249348672364
FDV58,OUT013,3054.397991090652
FDP21,OUT049,3052.629762171298
FDH05,OUT013,3792.1983330857183
FDR10,OUT027,4262.6240849026635
NCP06,OUT045,2476.6937091192
FDF33,OUT049,1589.9337759624511
DRK37,OUT013,3054.397991090652
DRH49,OUT045,1396.6537643277604
FDT58,OUT013,2667.367954740964
FDD41,OUT018,1585.1102688637798
FDP40,OUT018,1684.4279979310047
FDM51,OUT027,2853.7992438198853
FDO45,OUT010,194.22146922786055
FDW33,OUT010,242.20030076149047
FDY24,OUT045,922.9891655562476
FDB10,OUT010,571.8028201785866
FDM40,OUT035,2043.9263702942385
NCI06,OUT017,3003.9032689089263
FDW12,OUT019,340.42995339099105
FDX48,OUT027,4109.507970348984
NCW05,OUT027,2888.3418383755925
FDX27,OUT017,1536.1306417089404
DRM37,OUT045,3058.9023368040694
FDA38,OUT045,3915.5698005793656
FDR36,OUT046,668.8815911239847
FDZ45,OUT046,3083.3910682348273
FDG05,OUT017,2551.8083502395284
FDK28,OUT013,4051.4939272643705
FDV47,OUT045,1423.8795387479734
FDN21,OUT045,2558.970994351472
FDP20,OUT027,3007.38459266249
FDI35,OUT045,3037.4878945710398
DRY23,OUT013,713.2868532740742
FDA56,OUT017,2006.2434337762422
FDB09,OUT013,2006.2434337762422
NCO26,OUT027,2936.525651363852
FDQ49,OUT018,2513.690533992264
FDI52,OUT027,3002.64097207477
FDZ44,OUT027,2936.525651363852
FDZ09,OUT018,2574.9966188146423
FDY03,OUT049,1924.2143169086155
NCG42,OUT017,2026.184466317036
DRI13,OUT027,5857.038953184865
FDQ32,OUT013,2015.0808754257566
FDW16,OUT035,1482.9489566210575
FDU27,OUT046,741.7302523126746
FDR28,OUT010,382.79667210949367
FDQ49,OUT010,378.7924715677855
FDS37,OUT046,1941.848383114771
FDW26,OUT018,3530.8979839164695
FDX12,OUT018,3738.1987077601552
NCP06,OUT013,2478.9592603862347
FDW45,OUT010,363.593331460087
NCN30,OUT049,1536.1306417089404
FDN24,OUT049,863.4879751686586
NCL41,OUT027,937.2203316582485
FDR02,OUT019,262.8697060530673
FDD09,OUT010,446.02372547706875
FDS33,OUT010,194.82646783148797
FDU22,OUT045,1998.3434683510009
FDI53,OUT013,2571.109373499715
DRH01,OUT049,2857.1789248720743
FDX32,OUT013,2052.018886951291
NCP30,OUT018,658.6262867368042
FDB60,OUT045,3052.629762171298
FDB14,OUT049,1518.494070759221
NCP02,OUT035,928.8821432196854
FDJ10,OUT017,2029.2784586274688
FDG34,OUT046,1684.4279979310047
NCB18,OUT017,1450.4372471984786
FDM16,OUT049,1105.304152859677
FDW25,OUT018,1419.8508050375976
FDB35,OUT010,218.84123492626074
DRN11,OUT013,2080.582922175654
FDF41,OUT019,571.0870977117003
FDH16,OUT045,1456.7134974747612
NCQ50,OUT018,3503.0993838974887
DRH23,OUT018,947.3948652923322
DRJ37,OUT013,2485.0472267754244
DRJ24,OUT027,5050.4935770000775
FDY16,OUT035,3049.9746673745453
FDQ27,OUT045,1585.1102688637798
FDZ33,OUT045,2476.6937091192
FDF29,OUT045,2026.184466317036
FDA08,OUT049,2571.109373499715
FDG31,OUT046,1146.3681144530303
FDE34,OUT019,464.3063177122581
NCR30,OUT027,1422.4468212839354
FDV33,OUT035,4059.688371055528
DRZ24,OUT018,2006.2434337762422
NCL54,OUT035,2857.1789248720743
FDR12,OUT049,2855.4106959527203
NCC54,OUT046,3893.0933093262674
DRN59,OUT013,784.5349773319107
FDX50,OUT019,262.62207849873766
FDV31,OUT027,4677.936985910689
NCA29,OUT027,4400.351352397517
FDW60,OUT049,2876.5009465611383
FDX08,OUT017,3048.206438455191
DRD49,OUT013,3851.9160227258685
FDD33,OUT046,3809.9417125497853
FDW35,OUT013,713.2868532740742
FDJ36,OUT017,1585.1102688637798
FDV51,OUT035,2630.1891096626396
FDW36,OUT046,1589.9337759624511
FDH35,OUT046,2574.9966188146423
NCS30,OUT027,3013.1769833730796
FDN49,OUT017,657.282638735896
FDL08,OUT018,3741.1298020048807
FDI09,OUT013,3902.8470024711623
FDP19,OUT018,2026.184466317036
FDU21,OUT010,131.30794878603882
NCP41,OUT045,1589.9337759624511
FDY10,OUT013,1813.4402268997242
FDP12,OUT018,658.6262867368042
NCN26,OUT049,1939.2032720212208
FDK44,OUT013,2857.1789248720743
FDC28,OUT049,1597.1633039891217
FDJ41,OUT027,5857.038953184865
NCT29,OUT035,2006.2434337762422
NCH42,OUT019,571.815144896227
FDU60,OUT018,2667.367954740964
FDS02,OUT045,3054.397991090652
FDC51,OUT046,2006.2434337762422
FDU03,OUT013,3049.9746673745453
FDX39,OUT045,3676.4016501793308
NCY05,OUT010,131.30794878603882
NCL06,OUT027,5857.038953184865
FDD32,OUT035,1297.822045036828
NCN41,OUT045,2006.2434337762422
NCX53,OUT049,2041.1333719768456
FDU57,OUT019,365.38834527858256
FDQ23,OUT046,1585.1102688637798
FDQ52,OUT045,3980.375552392496
FDC14,OUT045,666.4882216240122
FDY09,OUT035,2876.5009465611383
FDQ28,OUT045,2508.0386965897646
FDV25,OUT046,3750.2718648333193
FDJ07,OUT035,1941.848383114771
DRB25,OUT049,1587.5035189673386
FDK52,OUT019,571.9406231946745
FDY52,OUT027,1383.6000546799892
FDB28,OUT046,3056.3177662770454
FDT36,OUT035,663.7975650628564
FDV25,OUT017,3765.8374883936367
NCN07,OUT027,3013.1769833730796
FDC57,OUT017,3052.629762171298
FDQ03,OUT018,3681.2229290094688
FDU23,OUT017,2667.367954740964
NCX41,OUT035,3681.081662984837
NCD06,OUT035,737.4140199285348
FDW08,OUT045,1589.9337759624511
NCU29,OUT017,2476.6937091192
NCE06,OUT013,2564.183055602657
FDV52,OUT010,270.4652105568153
FDB02,OUT017,2876.5009465611383
NCR18,OUT045,668.2966348148464
FDK16,OUT049,1536.1306417089404
NCQ29,OUT010,571.7076644688473
FDZ01,OUT019,249.0647760482607
FDW27,OUT035,2528.3713148233082
FDD17,OUT018,3690.6309378500846
FDW39,OUT013,2876.5009465611383
DRH59,OUT045,1091.0860092822556
FDS52,OUT013,1570.3196444728599
FDU40,OUT027,5785.191755941127
NCF54,OUT013,2855.4106959527203
FDH46,OUT045,1585.1102688637798
NCP14,OUT049,1585.1102688637798
FDH50,OUT049,3054.397991090652
DRF15,OUT010,368.00899759485895
FDV27,OUT027,2549.9703410090574
NCJ06,OUT049,2006.2434337762422
FDN02,OUT018,3312.1855886992917
FDQ51,OUT049,740.4441280076625
FDQ07,OUT017,3737.4187549460585
FDS45,OUT049,1585.1102688637798
NCJ06,OUT045,2006.2434337762422
FDD36,OUT035,1943.8732915283606
FDY25,OUT045,3049.9746673745453
FDU52,OUT046,2497.0431155889846
DRK47,OUT017,3783.5965368148436
NCL30,OUT017,2018.1412810432114
FDN22,OUT035,4009.6078773539457
NCF30,OUT027,3007.38459266249
FDK03,OUT035,4015.7200157540747
FDT45,OUT017,925.8312103189653
