Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR49,OUT045,798.2176035398231
FDB03,OUT010,584.7577647727272
FDN39,OUT045,2453.7477006993004
FDX02,OUT027,5329.314724444444
FDQ16,OUT027,2517.8820884848496
FDU35,OUT018,1372.6884907407405
NCT29,OUT013,1987.2510486486476
FDZ27,OUT046,798.2176035398231
FDN57,OUT017,2309.2007980000003
FDA03,OUT018,2232.847021848739
FDZ36,OUT045,3384.1080642424226
NCU05,OUT013,1284.7897668711653
FDT39,OUT018,2232.847021848739
FDK60,OUT017,1461.843795999999
FDZ25,OUT017,3053.0998777777777
FDG12,OUT046,2243.669596721312
DRB01,OUT019,482.69954262295056
NCC43,OUT027,6280.890879999996
FDX13,OUT019,584.7577647727272
FDM22,OUT049,796.6402682539684
FDJ03,OUT027,1378.263185276074
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,346.89728372093026
FDP27,OUT046,3391.591252727272
FDO38,OUT010,165.91858165137612
FDE28,OUT027,6280.890879999996
FDO27,OUT035,1879.257011612902
DRL23,OUT027,2517.8820884848496
FDS28,OUT046,935.0323883040938
FDX24,OUT013,1435.9121343749998
FDZ02,OUT035,1682.2122382352943
FDL46,OUT045,1827.8328454545451
FDS60,OUT027,5329.314724444444
NCO06,OUT017,583.8145788617884
FDO16,OUT035,1435.9121343749998
FDC60,OUT049,1458.4550080536912
FDA48,OUT018,3327.9525829268296
FDZ36,OUT027,5329.314724444444
FDK27,OUT045,1827.8328454545451
FDW23,OUT018,507.04640366972495
FDM14,OUT018,1372.6884907407405
FDM14,OUT013,1649.299786
FDW60,OUT018,3259.5620849056622
FDE21,OUT013,1922.1493817142853
NCM42,OUT035,1682.2122382352943
FDY59,OUT010,219.21852093023247
DRI49,OUT049,1202.6567333333332
FDT28,OUT019,346.89728372093026
FDQ22,OUT018,507.04640366972495
FDR60,OUT049,1202.6567333333332
FDC50,OUT019,219.21852093023247
FDV24,OUT013,2503.5013364485985
DRF48,OUT010,482.69954262295056
FDQ47,OUT046,583.8145788617884
DRN36,OUT049,1573.0706258064517
NCY06,OUT035,1987.2510486486476
FDE52,OUT035,1435.9121343749998
NCB54,OUT045,1827.8328454545451
NCF31,OUT035,2286.413267368423
FDJ08,OUT027,5329.314724444444
NCC07,OUT017,1682.2122382352943
NCD19,OUT027,1378.263185276074
FDL46,OUT049,1987.2510486486476
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.30403265306
NCH07,OUT018,2232.847021848739
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.858654545455
FDS35,OUT049,1103.1862133333336
DRK39,OUT045,1435.9121343749998
DRI39,OUT049,796.6402682539684
FDV04,OUT017,2503.5013364485985
NCN14,OUT035,3384.1080642424226
FDH08,OUT013,3643.5197259842516
FDS20,OUT046,3384.1080642424226
FDV40,OUT049,1103.1862133333336
FDZ48,OUT010,281.48208181818165
FDS24,OUT027,2517.8820884848496
FDK44,OUT049,2552.005235185187
FDS48,OUT045,3053.0998777777777
FDK26,OUT010,482.69954262295056
FDD23,OUT045,3391.591252727272
NCH54,OUT017,2644.477842708332
NCP14,OUT010,219.21852093023247
FDM60,OUT010,92.67548155339807
FDV24,OUT017,2503.5013364485985
FDH08,OUT018,3327.9525829268296
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444444
FDP12,OUT027,1378.263185276074
DRF60,OUT027,6280.890879999996
FDC09,OUT035,1682.2122382352943
FDF50,OUT018,2893.83982589928
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.0323883040938
NCM53,OUT010,281.48208181818165
NCN18,OUT049,1879.257011612902
FDF32,OUT035,3130.004904950494
FDF11,OUT013,3945.432567213115
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.477842708332
FDM44,OUT046,1573.0706258064517
FDT57,OUT018,3327.9525829268296
FDV24,OUT046,2503.5013364485985
FDI50,OUT019,584.7577647727272
FDS09,OUT035,713.858654545455
NCC31,OUT027,4117.317712631578
FDQ07,OUT019,584.7577647727272
FDC22,OUT017,3391.591252727272
FDZ56,OUT046,2644.477842708332
FDZ40,OUT019,165.91858165137612
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.8328454545451
FDV45,OUT017,2939.348476190477
FDL26,OUT045,3053.0998777777777
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,1922.1493817142853
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1435.9121343749998
FDL03,OUT035,3130.004904950494
FDE58,OUT046,1922.1493817142853
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339807
FDR03,OUT018,3327.9525829268296
FDB14,OUT017,1284.7897668711653
FDR45,OUT013,3945.432567213115
NCN07,OUT017,2243.669596721312
FDM51,OUT019,219.21852093023247
FDT52,OUT027,6280.890879999996
FDL26,OUT046,3053.0998777777777
NCZ42,OUT046,3945.432567213115
DRI47,OUT019,346.89728372093026
FDW40,OUT013,2309.2007980000003
FDN34,OUT046,3053.0998777777777
FDS01,OUT035,2778.5893175257734
NCG55,OUT045,1827.8328454545451
FDC11,OUT035,1284.7897668711653
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2644.477842708332
FDR09,OUT019,584.7577647727272
FDC53,OUT017,1573.0706258064517
FDY45,OUT013,4433.30403265306
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1573.0706258064517
FDW21,OUT045,1461.843795999999
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1879.257011612902
NCW17,OUT017,2243.669596721312
NCK54,OUT046,1922.1493817142853
FDG17,OUT019,584.7577647727272
FDG35,OUT017,3259.5620849056622
FDD08,OUT010,92.67548155339807
NCO07,OUT017,3643.5197259842516
FDJ10,OUT010,281.48208181818165
FDW36,OUT017,1573.0706258064517
FDW21,OUT010,219.21852093023247
FDY19,OUT017,1922.1493817142853
DRE03,OUT013,798.2176035398231
NCC55,OUT049,677.1027476190474
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.30030689655
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.21852093023247
FDW58,OUT017,1573.0706258064517
FDC47,OUT017,3737.2957751824824
NCR41,OUT035,1461.843795999999
DRG49,OUT035,3737.2957751824824
FDC52,OUT027,4117.317712631578
FDY13,OUT046,1103.1862133333336
FDY35,OUT013,507.04640366972495
FDI35,OUT017,3384.1080642424226
NCU18,OUT049,2309.2007980000003
FDY33,OUT018,2232.847021848739
FDC15,OUT027,4117.317712631578
FDU01,OUT049,2752.9709346534646
NCU42,OUT046,2649.1102324324324
NCV29,OUT018,3259.5620849056622
NCY30,OUT017,3384.1080642424226
FDQ46,OUT049,1649.299786
FDG58,OUT027,4117.317712631578
FDK33,OUT017,3643.5197259842516
NCD07,OUT045,1827.8328454545451
NCX29,OUT027,4117.317712631578
NCT42,OUT013,2649.1102324324324
DRN59,OUT035,798.2176035398231
FDI44,OUT035,1284.7897668711653
FDA45,OUT049,2552.005235185187
FDP31,OUT045,1103.1862133333336
FDY01,OUT046,1922.1493817142853
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.8820884848496
FDA36,OUT018,2752.9709346534646
NCF31,OUT017,2286.413267368423
FDG14,OUT049,2286.413267368423
FDG28,OUT027,6280.890879999996
FDU14,OUT049,4433.30403265306
FDY47,OUT019,281.48208181818165
FDI56,OUT049,1458.4550080536912
DRD01,OUT013,796.6402682539684
FDM22,OUT046,935.0323883040938
FDH33,OUT013,507.04640366972495
DRZ24,OUT013,1922.1493817142853
NCQ38,OUT046,1682.2122382352943
FDO16,OUT027,2517.8820884848496
FDU07,OUT027,4117.317712631578
NCB07,OUT013,2893.83982589928
FDU48,OUT045,1827.8328454545451
NCM43,OUT045,2644.477842708332
FDR31,OUT010,346.89728372093026
DRK49,OUT018,507.04640366972495
NCI30,OUT010,584.7577647727272
DRD60,OUT017,3384.1080642424226
NCG19,OUT046,3454.0625591549287
FDH12,OUT035,1573.0706258064517
FDM32,OUT035,1284.7897668711653
FDM27,OUT035,3053.0998777777777
NCU53,OUT027,4117.317712631578
NCQ18,OUT046,1879.257011612902
FDS10,OUT013,2552.005235185187
FDB33,OUT027,4117.317712631578
FDI12,OUT013,1435.9121343749998
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,1987.2510486486476
NCD43,OUT017,1682.2122382352943
FDM57,OUT018,1202.6567333333332
FDA58,OUT017,3737.2957751824824
FDK56,OUT046,3384.1080642424226
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1573.0706258064517
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2552.005235185187
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.9709346534646
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023247
FDZ10,OUT045,1827.8328454545451
FDZ40,OUT035,935.0323883040938
FDD51,OUT018,507.04640366972495
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3737.2957751824824
FDV49,OUT017,4433.30403265306
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1879.257011612902
FDR13,OUT017,1922.1493817142853
FDS51,OUT017,935.0323883040938
FDP26,OUT045,1461.843795999999
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.83982589928
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3454.0625591549287
FDV56,OUT049,1682.2122382352943
DRH13,OUT027,2517.8820884848496
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,5329.314724444444
FDX32,OUT046,3053.0998777777777
FDX57,OUT049,1879.257011612902
NCA30,OUT045,2939.348476190477
FDO49,OUT013,713.858654545455
FDL04,OUT019,219.21852093023247
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.0625591549287
NCC19,OUT018,2893.83982589928
NCE42,OUT045,3945.432567213115
FDY24,OUT017,935.0323883040938
FDH19,OUT049,2778.5893175257734
FDJ46,OUT013,2552.005235185187
FDN45,OUT010,584.7577647727272
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1435.9121343749998
NCT30,OUT045,798.2176035398231
DRY23,OUT018,507.04640366972495
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1573.0706258064517
FDY04,OUT013,2644.477842708332
FDM27,OUT046,3053.0998777777777
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.89728372093026
NCC06,OUT019,281.48208181818165
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4034.30030689655
FDU08,OUT046,1573.0706258064517
FDK40,OUT017,4433.30403265306
FDQ12,OUT010,584.7577647727272
FDS48,OUT017,3053.0998777777777
FDP09,OUT045,3643.5197259842516
FDW21,OUT049,1461.843795999999
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1458.4550080536912
FDV43,OUT019,92.67548155339807
FDD22,OUT045,1649.299786
FDM46,OUT019,219.21852093023247
NCO30,OUT010,482.69954262295056
FDM25,OUT046,2778.5893175257734
NCN41,OUT049,1987.2510486486476
FDU24,OUT045,1435.9121343749998
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.30030689655
NCM54,OUT045,1827.8328454545451
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1987.2510486486476
FDK32,OUT046,3053.0998777777777
FDN52,OUT049,1202.6567333333332
FDM58,OUT045,1879.257011612902
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2243.669596721312
NCK31,OUT035,713.858654545455
FDI40,OUT027,2517.8820884848496
FDT50,OUT019,219.21852093023247
NCT06,OUT046,3053.0998777777777
FDT31,OUT035,2752.9709346534646
FDT45,OUT049,796.6402682539684
FDT13,OUT045,2939.348476190477
FDO50,OUT045,1284.7897668711653
NCU18,OUT010,281.48208181818165
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2778.5893175257734
FDU09,OUT045,935.0323883040938
FDT13,OUT018,2893.83982589928
FDE09,OUT046,1649.299786
NCK53,OUT019,219.21852093023247
FDG45,OUT049,3454.0625591549287
DRH15,OUT035,677.1027476190474
FDO21,OUT019,584.7577647727272
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1682.2122382352943
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333336
FDG12,OUT035,2243.669596721312
FDS32,OUT013,2309.2007980000003
NCL55,OUT018,3327.9525829268296
DRE01,OUT035,3737.2957751824824
DRE15,OUT049,1202.6567333333332
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.1862133333336
FDN33,OUT018,1202.6567333333332
FDZ59,OUT046,2503.5013364485985
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,1922.1493817142853
FDQ45,OUT018,2752.9709346534646
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1458.4550080536912
FDR03,OUT045,3945.432567213115
FDY49,OUT018,2232.847021848739
FDQ60,OUT045,1827.8328454545451
FDW10,OUT049,3259.5620849056622
FDO51,OUT049,677.1027476190474
FDJ40,OUT018,1372.6884907407405
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,1922.1493817142853
FDV02,OUT035,2644.477842708332
FDN09,OUT046,3945.432567213115
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.847021848739
FDY31,OUT010,346.89728372093026
FDW03,OUT010,219.21852093023247
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2552.005235185187
FDN13,OUT035,1573.0706258064517
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1435.9121343749998
FDB57,OUT049,3643.5197259842516
FDV12,OUT049,1879.257011612902
FDQ58,OUT013,2649.1102324324324
NCA18,OUT017,1922.1493817142853
FDH52,OUT049,796.6402682539684
FDM24,OUT018,2232.847021848739
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1284.7897668711653
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.30030689655
FDP59,OUT017,1879.257011612902
FDQ24,OUT049,4433.30403265306
FDQ16,OUT018,1372.6884907407405
FDU44,OUT013,2644.477842708332
FDH28,OUT010,92.67548155339807
FDV28,OUT019,92.67548155339807
FDM22,OUT045,935.0323883040938
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.9709346534646
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727272
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1202.6567333333332
FDY57,OUT027,2517.8820884848496
FDB21,OUT049,3454.0625591549287
FDE28,OUT017,3737.2957751824824
FDQ55,OUT017,1922.1493817142853
FDA48,OUT049,3454.0625591549287
FDZ19,OUT045,2778.5893175257734
NCC43,OUT045,4034.30030689655
NCV18,OUT046,1458.4550080536912
NCA42,OUT018,2232.847021848739
FDY45,OUT046,4433.30403265306
NCC30,OUT045,2778.5893175257734
FDM57,OUT013,1458.4550080536912
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,3053.0998777777777
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.69954262295056
FDE52,OUT013,1435.9121343749998
NCH42,OUT045,3643.5197259842516
FDV08,OUT035,677.1027476190474
FDB47,OUT018,3327.9525829268296
FDC28,OUT010,281.48208181818165
FDD22,OUT046,1922.1493817142853
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.432567213115
FDG32,OUT018,3327.9525829268296
FDU14,OUT017,4433.30403265306
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1682.2122382352943
FDS08,OUT049,2778.5893175257734
FDX47,OUT045,2286.413267368423
FDC53,OUT019,219.21852093023247
FDQ19,OUT035,3945.432567213115
FDL14,OUT045,2286.413267368423
FDM33,OUT019,584.7577647727272
FDA51,OUT045,1827.8328454545451
FDZ27,OUT018,713.858654545455
FDT04,OUT046,677.1027476190474
DRC13,OUT049,2243.669596721312
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.890879999996
FDE38,OUT035,2286.413267368423
DRH23,OUT027,1378.263185276074
FDT11,OUT019,482.69954262295056
FDD09,OUT035,2552.005235185187
FDR40,OUT045,1435.9121343749998
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1573.0706258064517
FDA51,OUT017,1922.1493817142853
FDT59,OUT019,584.7577647727272
FDF20,OUT017,3130.004904950494
FDR13,OUT045,1827.8328454545451
FDY26,OUT049,3945.432567213115
FDW04,OUT017,1987.2510486486476
FDK52,OUT017,3737.2957751824824
FDN60,OUT049,2644.477842708332
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1202.6567333333332
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.30030689655
FDP16,OUT027,6280.890879999996
FDX33,OUT018,2232.847021848739
FDP07,OUT010,482.69954262295056
FDN22,OUT046,4034.30030689655
FDF39,OUT049,4034.30030689655
FDS21,OUT017,935.0323883040938
NCM42,OUT013,1682.2122382352943
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2232.847021848739
FDP60,OUT018,1372.6884907407405
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.89728372093026
FDE38,OUT049,2286.413267368423
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2644.477842708332
FDT56,OUT049,796.6402682539684
DRD15,OUT018,3327.9525829268296
FDV58,OUT013,2893.83982589928
FDP21,OUT049,3391.591252727272
FDH05,OUT013,3454.0625591549287
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1649.299786
DRK37,OUT013,2893.83982589928
DRH49,OUT045,1284.7897668711653
FDT58,OUT013,2286.413267368423
FDD41,OUT018,1372.6884907407405
FDP40,OUT018,1372.6884907407405
FDM51,OUT027,2517.8820884848496
FDO45,OUT010,219.21852093023247
FDW33,OUT010,219.21852093023247
FDY24,OUT045,935.0323883040938
FDB10,OUT010,584.7577647727272
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.89728372093026
FDX48,OUT027,4117.317712631578
NCW05,OUT027,2517.8820884848496
FDX27,OUT017,1461.843795999999
DRM37,OUT045,3130.004904950494
FDA38,OUT045,3643.5197259842516
FDR36,OUT046,677.1027476190474
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.413267368423
FDK28,OUT013,4433.30403265306
FDV47,OUT045,1284.7897668711653
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.04640366972495
FDA56,OUT017,2243.669596721312
FDB09,OUT013,1987.2510486486476
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.847021848739
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.847021848739
FDY03,OUT049,1922.1493817142853
NCG42,OUT017,1987.2510486486476
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,1987.2510486486476
FDW16,OUT035,1458.4550080536912
FDU27,OUT046,798.2176035398231
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.89728372093026
FDS37,OUT046,1922.1493817142853
FDW26,OUT018,3327.9525829268296
FDX12,OUT018,3327.9525829268296
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,346.89728372093026
NCN30,OUT049,1682.2122382352943
FDN24,OUT049,796.6402682539684
NCL41,OUT027,1378.263185276074
FDR02,OUT019,281.48208181818165
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023247
FDU22,OUT045,1827.8328454545451
FDI53,OUT013,2503.5013364485985
DRH01,OUT049,2778.5893175257734
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.04640366972495
FDB60,OUT045,3391.591252727272
FDB14,OUT049,1202.6567333333332
NCP02,OUT035,935.0323883040938
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1682.2122382352943
NCB18,OUT017,1458.4550080536912
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1202.6567333333332
FDB35,OUT010,219.21852093023247
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727272
FDH16,OUT045,1435.9121343749998
NCQ50,OUT018,3327.9525829268296
DRH23,OUT018,796.6402682539684
DRJ37,OUT013,2286.413267368423
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.257011612902
FDZ33,OUT045,2503.5013364485985
FDF29,OUT045,1827.8328454545451
FDA08,OUT049,2286.413267368423
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,482.69954262295056
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4034.30030689655
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2552.005235185187
FDR12,OUT049,2778.5893175257734
NCC54,OUT046,3454.0625591549287
DRN59,OUT013,798.2176035398231
FDX50,OUT019,281.48208181818165
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.317712631578
FDW60,OUT049,3259.5620849056622
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.0625591549287
FDD33,OUT046,3454.0625591549287
FDW35,OUT013,507.04640366972495
FDJ36,OUT017,1879.257011612902
FDV51,OUT035,2644.477842708332
FDW36,OUT046,1649.299786
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190474
FDL08,OUT018,3327.9525829268296
FDI09,OUT013,3454.0625591549287
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339807
NCP41,OUT045,1682.2122382352943
FDY10,OUT013,1922.1493817142853
FDP12,OUT018,507.04640366972495
NCN26,OUT049,1922.1493817142853
FDK44,OUT013,3259.5620849056622
FDC28,OUT049,1461.843795999999
FDJ41,OUT027,6280.890879999996
NCT29,OUT035,1987.2510486486476
NCH42,OUT019,584.7577647727272
FDU60,OUT018,2232.847021848739
FDS02,OUT045,3391.591252727272
FDC51,OUT046,2243.669596721312
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339807
NCL06,OUT027,6280.890879999996
FDD32,OUT035,1284.7897668711653
NCN41,OUT045,1827.8328454545451
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.89728372093026
FDQ23,OUT046,1573.0706258064517
FDQ52,OUT045,4433.30403265306
FDC14,OUT045,677.1027476190474
FDY09,OUT035,2778.5893175257734
FDQ28,OUT045,2644.477842708332
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,1922.1493817142853
DRB25,OUT049,1573.0706258064517
FDK52,OUT019,584.7577647727272
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3391.591252727272
FDT36,OUT035,583.8145788617884
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190477
FDQ03,OUT018,3327.9525829268296
FDU23,OUT017,3053.0998777777777
NCX41,OUT035,3945.432567213115
NCD06,OUT035,798.2176035398231
FDW08,OUT045,1461.843795999999
NCU29,OUT017,2649.1102324324324
NCE06,OUT013,2503.5013364485985
FDV52,OUT010,281.48208181818165
FDB02,OUT017,3259.5620849056622
NCR18,OUT045,677.1027476190474
FDK16,OUT049,1573.0706258064517
NCQ29,OUT010,584.7577647727272
FDZ01,OUT019,219.21852093023247
FDW27,OUT035,2503.5013364485985
FDD17,OUT018,3327.9525829268296
FDW39,OUT013,2552.005235185187
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1573.0706258064517
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2778.5893175257734
FDH46,OUT045,1682.2122382352943
NCP14,OUT049,1879.257011612902
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.89728372093026
FDV27,OUT027,2517.8820884848496
NCJ06,OUT049,2243.669596721312
FDN02,OUT018,3327.9525829268296
FDQ51,OUT049,798.2176035398231
FDQ07,OUT017,3737.2957751824824
FDS45,OUT049,1682.2122382352943
NCJ06,OUT045,1827.8328454545451
FDD36,OUT035,1922.1493817142853
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.413267368423
DRK47,OUT017,3737.2957751824824
NCL30,OUT017,1987.2510486486476
FDN22,OUT035,4034.30030689655
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.30030689655
FDT45,OUT017,935.0323883040938
NCC54,OUT027,6280.890879999996
FDP08,OUT018,2893.83982589928
