Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL26,OUT045,2388.0
FDA56,OUT018,1728.0
FDN27,OUT046,1890.0
FDM20,OUT049,4010.0
FDO16,OUT017,1454.0
FDL03,OUT035,3296.0
FDE58,OUT046,1894.0
FDI02,OUT027,3280.0
NCC55,OUT019,-1206.0
FDR03,OUT018,3096.0
FDB14,OUT017,1630.0
FDR45,OUT013,3852.0
NCN07,OUT017,2144.0
FDM51,OUT019,-164.0
FDT52,OUT027,5360.0
FDL26,OUT046,2426.0
NCZ42,OUT046,3744.0
DRI47,OUT019,420.0
FDW40,OUT013,2324.0
FDN34,OUT046,2718.0
FDS01,OUT035,2968.0
NCG55,OUT045,1784.0
FDC11,OUT035,1520.0
FDX35,OUT018,3376.0
NCB06,OUT046,2486.0
FDR09,OUT019,2156.0
FDC53,OUT017,1662.0
FDY45,OUT013,4068.0
FDA22,OUT010,746.0
FDE02,OUT035,1648.0
FDW21,OUT045,1628.0
FDV34,OUT046,1238.0
FDS59,OUT049,1922.0
NCW17,OUT017,2120.0
NCK54,OUT046,1956.0
FDG17,OUT019,2012.0
FDG35,OUT017,2910.0
FDD08,OUT010,-1294.0
NCO07,OUT017,3424.0
FDJ10,OUT010,334.0
FDW36,OUT017,1758.0
FDW21,OUT010,-302.0
FDY19,OUT017,1982.0
DRE03,OUT013,828.0
NCC55,OUT049,790.0
FDH52,OUT010,-822.0
FDO09,OUT017,4302.0
FDU43,OUT045,3748.0
FDX09,OUT010,818.0
FDH40,OUT019,-524.0
FDW58,OUT017,1790.0
FDC47,OUT017,3646.0
NCR41,OUT035,1668.0
DRG49,OUT035,3968.0
FDC52,OUT027,3944.0
FDY13,OUT046,1190.0
FDY35,OUT013,828.0
FDI35,OUT017,2982.0
NCU18,OUT049,2350.0
FDY33,OUT018,2320.0
FDC15,OUT027,3896.0
FDU01,OUT049,3146.0
NCU42,OUT046,2662.0
NCV29,OUT018,2564.0
NCY30,OUT017,2976.0
FDQ46,OUT049,1914.0
FDG58,OUT027,3944.0
FDK33,OUT017,3462.0
NCD07,OUT045,1800.0
NCX29,OUT027,3708.0
NCT42,OUT013,2390.0
DRN59,OUT035,920.0
FDI44,OUT035,1400.0
FDA45,OUT049,2938.0
FDP31,OUT045,1012.0
FDY01,OUT046,1838.0
FDT09,OUT018,1936.0
DRH03,OUT027,2976.0
FDA36,OUT018,2720.0
NCF31,OUT017,2512.0
FDG14,OUT049,2594.0
FDG28,OUT027,5392.0
FDU14,OUT049,4082.0
FDY47,OUT019,252.0
FDI56,OUT049,1562.0
DRD01,OUT013,1020.0
FDM22,OUT046,942.0
FDH33,OUT013,740.0
DRZ24,OUT013,1964.0
NCQ38,OUT046,1652.0
FDO16,OUT027,2816.0
FDU07,OUT027,3808.0
NCB07,OUT013,3082.0
FDU48,OUT045,2004.0
NCM43,OUT045,2512.0
FDR31,OUT010,410.0
DRK49,OUT018,464.0
NCI30,OUT010,1884.0
DRD60,OUT017,2958.0
NCG19,OUT046,3636.0
FDH12,OUT035,1800.0
FDM32,OUT035,1640.0
FDM27,OUT035,2640.0
NCU53,OUT027,4076.0
NCQ18,OUT046,1520.0
FDS10,OUT013,2892.0
FDB33,OUT027,3936.0
FDI12,OUT013,1476.0
NCW42,OUT013,3510.0
NCC06,OUT018,1780.0
FDW02,OUT017,2182.0
NCD43,OUT017,1768.0
FDM57,OUT018,1136.0
FDA58,OUT017,3838.0
FDK56,OUT046,2906.0
FDP52,OUT045,3612.0
FDW20,OUT018,1744.0
FDS52,OUT049,1746.0
NCT29,OUT018,1644.0
NCL54,OUT013,2862.0
FDC05,OUT045,3076.0
FDF34,OUT035,3304.0
FDP03,OUT027,3488.0
FDD32,OUT010,-526.0
FDZ10,OUT045,1956.0
FDZ40,OUT035,1024.0
FDD51,OUT018,496.0
NCY30,OUT019,936.0
FDP58,OUT017,3518.0
FDV49,OUT017,4262.0
FDY24,OUT019,-988.0
NCO55,OUT017,1776.0
FDR13,OUT017,2014.0
FDS51,OUT017,1126.0
FDP26,OUT045,1596.0
NCB54,OUT027,3492.0
FDF32,OUT017,3230.0
FDN31,OUT018,2736.0
DRM48,OUT017,686.0
FDN20,OUT049,2826.0
DRL01,OUT046,3694.0
FDV56,OUT049,1914.0
DRH13,OUT027,3176.0
FDA03,OUT017,2478.0
FDF47,OUT027,4960.0
FDX32,OUT046,2350.0
FDX57,OUT049,1746.0
NCA30,OUT045,2896.0
FDO49,OUT013,932.0
FDL04,OUT019,-252.0
DRM48,OUT035,736.0
FDR16,OUT013,3444.0
NCC19,OUT018,2780.0
NCE42,OUT045,3624.0
FDY24,OUT017,1054.0
FDH19,OUT049,2906.0
FDJ46,OUT013,2820.0
FDN45,OUT010,1566.0
FDY08,OUT035,2368.0
FDZ37,OUT035,1624.0
NCT30,OUT045,672.0
DRY23,OUT018,488.0
NCZ30,OUT018,1692.0
FDC44,OUT018,1536.0
FDB45,OUT035,1808.0
FDY04,OUT013,2676.0
FDM27,OUT046,2522.0
FDZ43,OUT017,3958.0
FDT39,OUT019,564.0
NCC06,OUT019,104.0
FDL15,OUT027,3872.0
FDL57,OUT017,4190.0
FDU08,OUT046,1574.0
FDK40,OUT017,4310.0
FDQ12,OUT010,1674.0
FDS48,OUT017,2518.0
FDP09,OUT045,3252.0
FDW21,OUT049,1818.0
FDY25,OUT035,3032.0
DRE13,OUT017,1478.0
FDV43,OUT019,-1196.0
FDD22,OUT045,1684.0
FDM46,OUT019,-476.0
NCO30,OUT010,998.0
FDM25,OUT046,2778.0
NCN41,OUT049,2062.0
FDU24,OUT045,1476.0
FDZ50,OUT046,2926.0
FDP45,OUT013,4052.0
NCM54,OUT045,1912.0
FDW10,OUT019,892.0
FDP20,OUT017,2142.0
FDK32,OUT046,2438.0
FDN52,OUT049,1578.0
FDM58,OUT045,1748.0
FDZ46,OUT027,3216.0
NCA18,OUT018,1612.0
FDD35,OUT046,1954.0
NCK31,OUT035,940.0
FDI40,OUT027,3088.0
FDT50,OUT019,-292.0
NCT06,OUT046,2582.0
FDT31,OUT035,3104.0
FDT45,OUT049,1018.0
FDT13,OUT045,2892.0
FDO50,OUT045,1396.0
NCU18,OUT010,276.0
NCR54,OUT049,3190.0
NCO18,OUT018,2556.0
FDU09,OUT045,892.0
FDT13,OUT018,2736.0
FDE09,OUT046,1782.0
NCK53,OUT019,-276.0
FDG45,OUT049,3490.0
DRH15,OUT035,880.0
FDO21,OUT019,1716.0
FDD14,OUT027,4304.0
FDC09,OUT046,1678.0
FDH45,OUT027,2208.0
FDV32,OUT046,1022.0
FDG12,OUT035,2152.0
FDS32,OUT013,2332.0
NCL55,OUT018,3716.0
DRE01,OUT035,3928.0
DRE15,OUT049,1402.0
NCL42,OUT045,3792.0
FDP31,OUT013,1108.0
FDN33,OUT018,1296.0
FDZ59,OUT046,2618.0
FDE45,OUT010,898.0
FDJ07,OUT013,1964.0
FDQ45,OUT018,2768.0
FDM33,OUT027,4896.0
FDO15,OUT010,-638.0
FDM46,OUT013,1492.0
FDR03,OUT045,3252.0
FDY49,OUT018,2448.0
FDQ60,OUT045,1844.0
FDW10,OUT049,2914.0
FDO51,OUT049,954.0
FDJ40,OUT018,1552.0
FDS20,OUT018,2640.0
FDU45,OUT013,1884.0
FDV02,OUT035,2816.0
FDN09,OUT046,3806.0
NCM55,OUT027,4372.0
FDN23,OUT018,2112.0
FDY31,OUT010,370.0
FDW03,OUT010,-166.0
FDD14,OUT046,2822.0
FDV23,OUT017,2094.0
DRI03,OUT045,2724.0
FDN13,OUT035,1688.0
FDF45,OUT027,2496.0
FDU46,OUT035,1608.0
FDB57,OUT049,3690.0
FDV12,OUT049,1786.0
FDQ58,OUT013,2500.0
NCA18,OUT017,1932.0
FDH52,OUT049,1202.0
FDM24,OUT018,2200.0
NCP43,OUT027,4300.0
NCO18,OUT019,880.0
FDM32,OUT017,1598.0
NCL07,OUT017,740.0
FDK03,OUT013,4068.0
FDP59,OUT017,1774.0
FDQ24,OUT049,4074.0
FDQ16,OUT018,1504.0
FDU44,OUT013,2636.0
FDH28,OUT010,-1250.0
FDV28,OUT019,-1268.0
FDM22,OUT045,860.0
FDR56,OUT046,3106.0
FDV39,OUT049,3274.0
FDU37,OUT019,-540.0
FDQ11,OUT010,2090.0
FDX02,OUT045,3444.0
NCS42,OUT018,1220.0
FDY57,OUT027,3008.0
FDB21,OUT049,3914.0
FDE28,OUT017,3766.0
FDQ55,OUT017,1982.0
FDA48,OUT049,3626.0
FDZ19,OUT045,2660.0
NCC43,OUT045,3872.0
NCV18,OUT046,1266.0
NCA42,OUT018,2300.0
FDY45,OUT046,4042.0
NCC30,OUT045,2728.0
FDM57,OUT013,1460.0
FDL09,OUT010,706.0
FDB09,OUT027,3424.0
FDT44,OUT035,2016.0
NCT06,OUT027,4044.0
FDX26,OUT049,3018.0
FDK32,OUT013,2532.0
DRA12,OUT046,2282.0
FDO46,OUT010,1138.0
FDE52,OUT013,1524.0
NCH42,OUT045,3520.0
FDV08,OUT035,896.0
FDB47,OUT018,3072.0
FDC28,OUT010,-110.0
FDD22,OUT046,1778.0
FDS07,OUT027,3296.0
DRI13,OUT045,3348.0
FDG32,OUT018,3216.0
FDU14,OUT017,4046.0
FDD28,OUT019,-876.0
NCP41,OUT017,1832.0
FDS08,OUT049,2890.0
FDX47,OUT045,2468.0
FDC53,OUT019,-268.0
FDQ19,OUT035,4008.0
FDL14,OUT045,2428.0
FDM33,OUT019,1588.0
FDA51,OUT045,1756.0
FDZ27,OUT018,600.0
FDT04,OUT046,674.0
DRC13,OUT049,2210.0
FDR16,OUT027,4880.0
FDQ03,OUT027,5224.0
FDE38,OUT035,2792.0
DRH23,OUT027,2344.0
FDT11,OUT019,1132.0
FDD09,OUT035,2992.0
FDR40,OUT045,1316.0
FDX07,OUT017,3102.0
FDR07,OUT035,1664.0
FDA51,OUT017,1950.0
FDT59,OUT019,1756.0
FDF20,OUT017,3174.0
FDR13,OUT045,1804.0
FDY26,OUT049,3498.0
FDW04,OUT017,2246.0
FDK52,OUT017,3678.0
FDN60,OUT049,2602.0
FDM09,OUT019,836.0
FDP46,OUT049,1562.0
FDB50,OUT019,-676.0
NCQ29,OUT049,4174.0
FDP16,OUT027,5304.0
FDX33,OUT018,2352.0
FDP07,OUT010,1074.0
FDN22,OUT046,3974.0
FDF39,OUT049,4314.0
FDS21,OUT017,1142.0
NCM42,OUT013,1750.0
FDK50,OUT019,732.0
DRF13,OUT027,3792.0
FDH35,OUT018,2360.0
FDP60,OUT018,1400.0
DRJ49,OUT027,3560.0
NCT42,OUT019,460.0
FDE38,OUT049,2786.0
FDI04,OUT049,3306.0
NCH54,OUT045,2384.0
FDT56,OUT049,1122.0
DRD15,OUT018,3400.0
FDV58,OUT013,3084.0
FDP21,OUT049,3146.0
FDH05,OUT013,3748.0
FDR10,OUT027,4016.0
NCP06,OUT045,2272.0
FDF33,OUT049,1858.0
DRK37,OUT013,3036.0
DRH49,OUT045,1284.0
FDT58,OUT013,2684.0
FDD41,OUT018,1480.0
FDP40,OUT018,1584.0
FDM51,OUT027,3152.0
FDO45,OUT010,-478.0
FDW33,OUT010,-250.0
FDY24,OUT045,852.0
FDB10,OUT010,1826.0
FDM40,OUT035,2368.0
NCI06,OUT017,2936.0
FDW12,OUT019,460.0
FDX48,OUT027,3952.0
NCW05,OUT027,3108.0
FDX27,OUT017,1670.0
DRM37,OUT045,3028.0
FDA38,OUT045,3716.0
FDR36,OUT046,682.0
FDZ45,OUT046,3110.0
FDG05,OUT017,2686.0
FDK28,OUT013,4108.0
FDV47,OUT045,1308.0
FDN21,OUT045,2460.0
FDP20,OUT027,3472.0
FDI35,OUT045,2804.0
DRY23,OUT013,796.0
FDA56,OUT017,2070.0
FDB09,OUT013,1996.0
NCO26,OUT027,3300.0
FDQ49,OUT018,2288.0
FDI52,OUT027,3384.0
FDZ44,OUT027,3312.0
FDZ09,OUT018,2336.0
FDY03,OUT049,1978.0
NCG42,OUT017,2164.0
DRI13,OUT027,4896.0
FDQ32,OUT013,2092.0
FDW16,OUT035,1640.0
FDU27,OUT046,782.0
FDR28,OUT010,714.0
FDQ49,OUT010,642.0
FDS37,OUT046,1838.0
FDW26,OUT018,3256.0
FDX12,OUT018,3640.0
NCP06,OUT013,2414.0
FDW45,OUT010,378.0
NCN30,OUT049,1646.0
FDN24,OUT049,986.0
NCL41,OUT027,1996.0
FDR02,OUT019,-140.0
FDD09,OUT010,970.0
FDS33,OUT010,-558.0
FDU22,OUT045,1820.0
FDI53,OUT013,2660.0
DRH01,OUT049,2890.0
FDX32,OUT013,2364.0
NCP30,OUT018,420.0
FDB60,OUT045,3012.0
FDB14,OUT049,1674.0
NCP02,OUT035,1068.0
FDJ10,OUT017,2350.0
FDG34,OUT046,1810.0
NCB18,OUT017,1488.0
FDM16,OUT049,1402.0
FDW25,OUT018,1120.0
FDB35,OUT010,-426.0
DRN11,OUT013,2292.0
FDF41,OUT019,1948.0
FDH16,OUT045,1332.0
NCQ50,OUT018,3116.0
DRH23,OUT018,656.0
DRJ37,OUT013,2460.0
DRJ24,OUT027,4336.0
FDY16,OUT035,3104.0
FDQ27,OUT045,1668.0
FDZ33,OUT045,2268.0
FDF29,OUT045,2068.0
FDA08,OUT049,2778.0
FDG31,OUT046,1054.0
FDE34,OUT019,916.0
NCR30,OUT027,2620.0
FDV33,OUT035,4264.0
DRZ24,OUT018,1680.0
NCL54,OUT035,2908.0
FDR12,OUT049,2922.0
NCC54,OUT046,3738.0
DRN59,OUT013,812.0
FDX50,OUT019,-164.0
FDV31,OUT027,4264.0
NCA29,OUT027,4172.0
FDW60,OUT049,3002.0
FDX08,OUT017,2982.0
DRD49,OUT013,3740.0
FDD33,OUT046,3630.0
FDW35,OUT013,764.0
FDJ36,OUT017,1774.0
FDV51,OUT035,2768.0
FDW36,OUT046,1678.0
FDH35,OUT046,2598.0
NCS30,OUT027,3516.0
FDN49,OUT017,774.0
FDL08,OUT018,3656.0
FDI09,OUT013,3868.0
FDP19,OUT018,1808.0
FDU21,OUT010,-1334.0
NCP41,OUT045,1624.0
FDY10,OUT013,1836.0
FDP12,OUT018,432.0
NCN26,OUT049,2006.0
FDK44,OUT013,2788.0
FDC28,OUT049,1906.0
FDJ41,OUT027,5584.0
NCT29,OUT035,2076.0
NCH42,OUT019,1684.0
FDU60,OUT018,2464.0
FDS02,OUT045,3020.0
FDC51,OUT046,2018.0
FDU03,OUT013,2980.0
FDX39,OUT045,3308.0
NCY05,OUT010,-1330.0
NCL06,OUT027,5508.0
FDD32,OUT035,1488.0
NCN41,OUT045,1848.0
NCX53,OUT049,2382.0
FDU57,OUT019,508.0
FDQ23,OUT046,1654.0
FDQ52,OUT045,3804.0
FDC14,OUT045,652.0
FDY09,OUT035,2936.0
FDQ28,OUT045,2452.0
FDV25,OUT046,3478.0
FDJ07,OUT035,2016.0
DRB25,OUT049,1818.0
FDK52,OUT019,1668.0
FDY52,OUT027,2512.0
FDB28,OUT046,3086.0
FDT36,OUT035,752.0
FDV25,OUT017,3614.0
NCN07,OUT027,3500.0
FDC57,OUT017,3190.0
FDQ03,OUT018,3536.0
FDU23,OUT017,2766.0
NCX41,OUT035,3492.0
NCD06,OUT035,876.0
FDW08,OUT045,1620.0
NCU29,OUT017,2388.0
NCE06,OUT013,2558.0
FDV52,OUT010,-30.0
FDB02,OUT017,2966.0
NCR18,OUT045,632.0
FDK16,OUT049,1634.0
NCQ29,OUT010,2100.0
FDZ01,OUT019,-172.0
FDW27,OUT035,2656.0
FDD17,OUT018,3512.0
FDW39,OUT013,2948.0
DRH59,OUT045,1108.0
FDS52,OUT013,1684.0
FDU40,OUT027,4512.0
NCF54,OUT013,2762.0
FDH46,OUT045,1620.0
NCP14,OUT049,1758.0
FDH50,OUT049,3090.0
DRF15,OUT010,514.0
FDV27,OUT027,2904.0
NCJ06,OUT049,2022.0
FDN02,OUT018,2984.0
FDQ51,OUT049,994.0
FDQ07,OUT017,3646.0
FDS45,OUT049,1874.0
NCJ06,OUT045,1824.0
FDD36,OUT035,2016.0
FDY25,OUT045,2836.0
FDU52,OUT046,2442.0
DRK47,OUT017,3670.0
NCL30,OUT017,2132.0
FDN22,OUT035,4144.0
NCF30,OUT027,3404.0
FDK03,OUT035,4208.0
FDT45,OUT017,1014.0
NCC54,OUT027,5180.0
FDP08,OUT018,2864.0
FDU44,OUT046,2610.0
DRG39,OUT035,1016.0
FDU32,OUT049,2114.0
FDY27,OUT049,2970.0
NCP54,OUT013,1998.0
NCZ41,OUT049,2150.0
DRL49,OUT013,2308.0
FDI05,OUT018,1024.0
FDY56,OUT045,3524.0
DRC13,OUT013,2124.0
NCV29,OUT017,2932.0
FDR24,OUT049,1610.0
FDZ34,OUT018,2800.0
FDP37,OUT035,2112.0
FDX08,OUT027,4304.0
FDS57,OUT045,2156.0
NCG18,OUT049,1766.0
FDK25,OUT018,2448.0
FDH53,OUT049,1530.0
DRI59,OUT018,3296.0
FDA52,OUT046,2806.0
FDT20,OUT010,-1278.0
FDE36,OUT019,756.0
FDI24,OUT017,2854.0
FDB28,OUT018,2888.0
FDV11,OUT017,2958.0
FDP01,OUT046,2462.0
FDD34,OUT027,4032.0
FDJ50,OUT027,2320.0
FDZ44,OUT013,1932.0
DRO59,OUT035,1360.0
DRB48,OUT045,644.0
FDR21,OUT018,2512.0
NCE42,OUT010,1792.0
FDO23,OUT046,1454.0
NCE30,OUT018,3084.0
FDQ22,OUT035,784.0
FDY01,OUT045,1780.0
FDS08,OUT017,2902.0
FDG28,OUT018,3712.0
FDQ51,OUT018,648.0
FDB05,OUT017,4014.0
FDO56,OUT049,2042.0
FDE02,OUT018,1216.0
FDN45,OUT017,3590.0
FDS09,OUT013,900.0
NCA54,OUT018,2604.0
FDP09,OUT010,1418.0
FDC53,OUT045,1508.0
NCM55,OUT017,3024.0
FDL09,OUT018,2448.0
FDA11,OUT019,-396.0
FDA50,OUT045,1412.0
FDC23,OUT017,2942.0
FDE22,OUT049,2650.0
FDD23,OUT046,2990.0
NCA29,OUT049,2862.0
FDK38,OUT046,2326.0
DRC13,OUT046,2006.0
NCP43,OUT049,2950.0
FDX28,OUT049,1754.0
FDF08,OUT049,1626.0
FDZ33,OUT046,2342.0
FDD10,OUT049,3018.0
FDO58,OUT017,2670.0
FDI50,OUT017,3798.0
FDO58,OUT045,2540.0
FDX08,OUT013,2908.0
NCK17,OUT010,-1228.0
FDF39,OUT035,4328.0
FDU45,OUT010,-90.0
NCJ18,OUT018,1572.0
DRC27,OUT019,1964.0
DRC25,OUT035,1520.0
FDU59,OUT035,2672.0
FDU28,OUT035,3168.0
NCP30,OUT046,656.0
FDB39,OUT018,664.0
FDE41,OUT013,1508.0
DRH11,OUT010,-1026.0
FDA58,OUT045,3644.0
FDU50,OUT046,1894.0
FDM34,OUT013,2100.0
FDM44,OUT027,3072.0
FDR39,OUT045,2812.0
FDM25,OUT045,2748.0
FDQ49,OUT049,2666.0
DRH25,OUT018,640.0
FDM09,OUT027,4192.0
FDL44,OUT019,676.0
NCR42,OUT018,300.0
DRL59,OUT046,850.0
FDX43,OUT013,2732.0
DRK47,OUT010,1634.0
FDU48,OUT018,1840.0
FDY12,OUT045,788.0
NCN43,OUT018,1708.0
NCM55,OUT018,2644.0
FDQ21,OUT027,3424.0
FDX13,OUT035,4088.0
NCK30,OUT027,5412.0
FDG20,OUT049,2930.0
DRG27,OUT017,766.0
FDY14,OUT018,3896.0
FDP59,OUT035,1816.0
FDU60,OUT017,2830.0
NCC18,OUT019,746.0
DRJ39,OUT017,3534.0
FDS07,OUT049,1954.0
FDM08,OUT027,5024.0
FDP51,OUT045,1876.0
FDU16,OUT035,1536.0
FDH12,OUT013,1732.0
DRE48,OUT010,1206.0
NCL42,OUT027,5284.0
FDR21,OUT045,2708.0
NCW29,OUT035,2204.0
FDO11,OUT013,4036.0
NCM31,OUT049,2366.0
FDV35,OUT019,524.0
FDF58,OUT017,1134.0
NCE43,OUT049,2766.0
FDA02,OUT035,2472.0
DRL37,OUT010,-1166.0
FDR24,OUT018,1264.0
FDW59,OUT049,1490.0
FDS22,OUT049,946.0
FDW24,OUT017,918.0
FDU24,OUT035,1712.0
FDA21,OUT027,4424.0
FDH58,OUT027,3344.0
FDW36,OUT018,1416.0
FDI45,OUT027,4184.0
FDU01,OUT018,2760.0
FDF35,OUT027,3168.0
FDU43,OUT019,1916.0
FDE24,OUT019,356.0
FDK50,OUT049,2730.0
FDG31,OUT045,956.0
FDC60,OUT045,1396.0
FDL36,OUT013,1476.0
FDP21,OUT013,3092.0
FDW16,OUT045,1420.0
FDX02,OUT017,3646.0
FDQ58,OUT027,3952.0
FDT51,OUT046,1806.0
FDD59,OUT049,1490.0
NCM42,OUT018,1492.0
FDA57,OUT018,440.0
FDZ48,OUT035,1920.0
FDE46,OUT045,2340.0
NCZ30,OUT019,40.0
FDB56,OUT017,3150.0
FDA25,OUT027,3184.0
FDD20,OUT013,2060.0
FDL25,OUT013,1564.0
NCO18,OUT049,2918.0
FDJ45,OUT017,678.0
FDR12,OUT035,2880.0
NCF19,OUT010,-1164.0
FDK25,OUT046,2630.0
NCR17,OUT046,1800.0
FDC52,OUT046,2466.0
NCA54,OUT017,2948.0
FDR45,OUT010,1874.0
NCM19,OUT049,1950.0
FDF39,OUT027,5664.0
FDX23,OUT049,1690.0
FDD58,OUT027,3040.0
FDX28,OUT013,1684.0
NCD31,OUT013,2610.0
FDU57,OUT018,2176.0
FDI27,OUT046,806.0
NCM42,OUT046,1698.0
FDD32,OUT027,2816.0
FDI34,OUT013,3692.0
NCM29,OUT049,2198.0
